region,ticks,in_p95_set,lbRelocGetForceExternHeapFile,lbRelocGetStatusBufferFile,lbRelocGetExternHeapFile,ndsRelocAssetLoadIntoZeroedHeap,ndsRelocAssetReadHeaderFromFile,ndsRelocAssetFindEntry,ndsRelocAssetGetPath,ndsRelocAssetIDForToken,ndsR2AnimCacheFind,ndsRelocRegisterLoadedFile,ndsRelocApplyWordByteSwap,ndsRelocNormalizeFighterAObj16File,ndsRelocFinalizeLoadedFile,ndsRelocApplyInternalPointerFixups,ndsRelocAddStatusNode.part.0,ndsRelocRemoveFighterAObj16LoadedAliases.part.0,f_open,f_read,f_lseek,get_fat.isra.0,disk_read,f_opendir,f_readdir,fopen,fread,fseek,fclose,_fopen_r,_fread_r,_fseek_r,_fseeko_r,_nitroFS_open_r,_nitroFS_read_r,_nitroFS_seek_r,nitroromOpen,nitroromReadIter,nitroromResolvePath,strncasecmp,memcpy,memset,armCopyMem32,sniprintf,_vsniprintf_r,ndsBaseGcPlayDObjAnimJoint,ndsR2FtAnimParseDObjFigatree,ndsR2AnimValueQ,ftParamUpdateAnimKeys,ndsBaseGcPlayMObjMatAnim,_malloc_r,_free_r
1224,1087918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,766,12,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,126,113,13,0,0,60,0,0,6,100,0,0
1225,999682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,113,0,0,0,60,0,0,6,100,0,0
1226,1002013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,113,0,0,0,60,0,0,6,100,0,0
1227,999477,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,1,1,185,3,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,109,108,3,1,0,60,60,261,6,100,0,0
1228,942537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,114,0,0,5,60,40,174,4,68,0,0
1229,863905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,83,0,0,0,60,40,174,4,68,0,0
1230,816212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,64,0,0,0,60,40,174,4,68,0,0
1231,814614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,63,0,0,0,60,40,174,4,68,0,0
1232,900632,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,82,0,1,0,60,57,234,5,84,0,0
1233,799882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,54,0,0,0,60,34,120,4,68,0,0
1234,928914,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,73,0,1,0,60,70,270,5,82,0,0
1235,1002423,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,87,0,1,0,60,106,429,6,96,0,0
1236,915539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,78,0,0,0,60,70,276,4,68,0,0
1237,933566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,80,0,0,1,60,70,276,4,68,0,0
1238,909442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,75,0,0,0,60,70,276,4,68,0,0
1239,918143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,80,0,0,0,60,70,276,4,68,0,0
1240,927883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,85,0,0,0,60,70,276,4,68,0,0
1241,924291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,81,0,0,0,60,70,276,4,68,0,0
1242,1079343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,857,9,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,115,83,9,0,0,61,70,276,4,69,0,0
1243,985532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,81,0,0,0,62,70,276,4,70,0,0
1244,991226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,79,0,0,0,62,70,276,4,70,0,0
1245,986456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,83,0,0,0,62,70,276,4,70,0,0
1246,1065587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,767,12,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,115,84,13,0,0,62,70,276,4,70,0,0
1247,982221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,80,0,0,0,62,70,276,4,70,0,0
1248,977058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,79,0,0,0,62,70,276,4,70,0,0
1249,1088116,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,98,0,1,0,62,113,477,6,102,0,0
1250,981412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,86,0,0,0,62,76,330,4,70,0,0
1251,987983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,89,0,0,0,62,76,330,4,70,0,0
1252,1012561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,95,0,0,1,62,76,330,4,70,0,0
1253,999856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,98,0,0,0,62,76,330,4,70,0,0
1254,1168710,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,121,0,2,0,62,127,504,7,118,0,0
1255,973919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,79,0,0,0,62,70,270,4,70,0,0
1256,974125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,79,0,0,0,62,70,270,4,70,0,0
1257,1048196,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,98,0,1,0,62,85,324,5,84,0,0
1258,1168399,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,3,1,124,6,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,112,116,7,1,5,62,81,278,5,84,0,0
1259,950044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,77,0,0,0,62,68,226,4,70,0,0
1260,957284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,79,0,0,0,62,68,226,4,70,0,0
1261,978668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,76,0,0,0,62,68,226,4,70,0,0
1262,966004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,74,0,0,0,62,68,226,4,70,0,0
1263,997749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,87,0,0,0,71,68,226,4,72,0,0
1264,1481720,1,1,0,0,1,1,2,1,4,1,1,1,2,1,2,3,1,0,414,4,1049,16,0,0,1,3,3,1,1,3,0,3,1,2,1,0,206,1,46,538,133,16,2,0,62,99,350,6,98,2,3
1265,1000473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,100,0,0,0,62,66,234,4,70,0,0
1266,1098421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,768,12,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,116,110,13,0,1,62,66,234,4,70,0,0
1267,1051477,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,104,0,1,0,62,81,288,5,84,0,0
1268,1136002,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,120,0,1,0,62,106,393,6,98,0,0
1269,1089652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,116,8,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,125,87,8,0,0,62,72,264,4,70,0,0
1270,1054336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,99,0,0,0,62,72,264,4,70,0,0
1271,1039933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,110,0,0,0,62,72,264,4,70,0,0
1272,1036931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,110,0,0,0,62,72,264,4,70,0,0
1273,1235082,1,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,144,0,2,0,71,129,501,7,120,0,0
1274,1038306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,98,0,0,0,62,78,324,4,70,0,0
1275,1044486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,107,0,0,0,62,78,324,4,70,0,0
1276,1042841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,104,0,0,0,62,78,324,4,70,0,0
1277,1042937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,108,0,0,0,62,78,324,4,70,0,0
1278,1029858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,104,0,0,0,62,78,324,4,70,0,0
1279,1208969,1,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,138,0,2,1,62,126,468,7,118,0,0
1280,972934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,85,0,0,0,62,72,264,4,70,0,0
1281,969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,84,0,0,0,62,72,264,4,70,0,0
1282,967457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,82,0,0,0,62,72,264,4,70,0,0
1283,947971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,86,0,0,0,61,72,264,4,69,0,0
1284,944283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,92,0,0,0,60,72,264,4,68,0,0
1285,953815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,96,0,0,0,60,72,264,4,68,0,0
1286,1021627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,769,12,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,114,87,13,0,0,60,72,264,4,68,0,0
1287,1108603,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,3,1,154,9,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,111,99,12,1,0,60,87,312,5,82,0,0
1288,1178509,1,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,128,0,2,5,60,115,387,7,116,0,0
1289,915198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,71,0,0,0,60,64,210,4,68,0,0
1290,940556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,95,0,0,0,60,64,210,4,68,0,0
1291,919764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,72,0,0,0,60,64,210,4,68,0,0
1292,922531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,64,210,4,68,0,0
1293,962559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,104,0,0,1,60,64,210,4,68,0,0
1294,923132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,76,0,0,0,60,64,210,4,68,0,0
1295,1014576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,26,8,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,110,79,11,0,0,60,64,210,4,68,0,0
1296,939108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,95,0,0,0,60,64,210,4,68,0,0
1297,917468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,73,0,0,0,60,64,210,4,68,0,0
1298,792674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,65,0,0,0,60,64,210,4,68,0,0
1299,1285869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1811,30,0,0,0,4,4,0,0,4,0,4,0,10,4,0,0,0,0,111,123,35,0,0,70,64,210,4,74,0,0
1300,946105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,78,0,0,0,70,64,210,4,74,0,0
1301,973629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,76,0,0,0,70,64,210,4,74,0,0
1302,979639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,102,0,0,0,70,64,210,4,74,0,0
1303,982264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,79,0,0,0,70,64,210,4,74,0,0
1304,1004253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,81,0,0,0,70,64,210,4,74,0,0
1305,1018430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,103,0,0,0,70,64,210,4,74,0,0
1306,1094092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,770,12,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,94,86,13,0,0,70,64,210,4,74,0,0
1307,1037169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,87,0,0,1,70,64,210,4,74,0,0
1308,1025781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,106,0,0,0,70,64,210,4,74,0,0
1309,1030371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,80,0,0,0,70,64,210,4,74,0,0
1310,1079244,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,95,0,1,0,70,81,273,5,90,0,0
1311,1009334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,98,0,0,0,70,64,216,4,74,0,0
1312,1010597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,75,0,0,0,70,64,216,4,74,0,0
1313,987619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,77,0,0,0,70,64,216,4,74,0,0
1314,999398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,102,0,0,0,69,64,216,4,74,0,0
1315,979872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,74,0,0,0,68,64,216,4,74,0,0
1316,945951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,72,0,0,0,68,64,216,4,74,0,0
1317,797607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,84,0,0,0,64,64,216,4,71,0,0
1318,847428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,77,0,0,5,60,64,216,4,68,0,0
1319,753995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,58,0,0,0,60,64,216,4,68,0,0
1320,783343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,81,0,0,0,60,64,216,4,68,0,0
1321,1026167,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,110,0,1,5,60,79,267,6,96,0,0
1322,819379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,75,0,0,0,60,34,120,4,68,0,0
1323,808167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,78,0,0,1,60,34,120,4,68,0,0
1324,912862,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,94,0,1,0,60,74,294,6,100,0,0
1325,792818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,69,0,0,0,60,40,174,4,68,0,0
1326,858990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,101,0,0,0,69,40,174,4,70,0,0
1327,822334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,90,0,0,0,60,40,174,4,68,0,0
1328,867313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,126,95,8,0,0,60,40,174,4,68,0,0
1329,819903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,96,0,0,0,60,40,174,4,68,0,0
1330,991191,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,114,0,2,0,60,88,318,7,116,0,0
1331,806060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,78,0,0,0,60,34,114,4,68,0,0
1332,808624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,82,0,0,0,60,34,114,4,68,0,0
1333,824693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,86,0,0,0,60,34,114,4,68,0,0
1334,803793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,83,0,0,0,60,34,114,4,68,0,0
1335,806939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,85,0,0,0,60,34,114,4,68,0,0
1336,805758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,85,0,0,0,60,34,114,4,68,0,0
1337,790369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,81,0,0,0,60,34,114,4,68,0,0
1338,805306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,83,0,0,1,60,34,114,4,68,0,0
1339,786735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,82,0,0,0,60,34,114,4,68,0,0
1340,785979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,82,0,0,0,60,34,114,4,68,0,0
1341,829505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,97,0,0,0,66,34,114,4,69,0,0
1342,779180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,70,0,0,0,60,34,114,4,68,0,0
1343,789332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,77,0,0,0,60,34,114,4,68,0,0
1344,782669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,72,0,0,0,60,34,114,4,68,0,0
1345,780051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,73,0,0,0,60,34,114,4,68,0,0
1346,782277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,72,0,0,0,60,34,114,4,68,0,0
