region,ticks,in_p95_set,memcpy,memset,armCopyMem32,get_fat.isra.0,f_lseek,f_read,_dvmCacheCopy,_dvmDiscCacheReadWrite,_ntrcardRomReadSector,ndsAudioBgmReadPacket,ndsAudioBgmReadExact,ndsAudioBgmWorkerMain,ndsAudioBgmUpdate,ndsAudioBgmPrepareBuffer,ndsRelocNormalizeFighterAObj16File,ndsRelocAssetIDForToken,ndsRelocAssetFindEntry,sniprintf,ndsRelocAssetLoadData,ndsRelocAssetLoadIntoZeroedHeap,ndsRelocFinalizeLoadedFile,ndsRelocRegisterLoadedFile,ndsRelocApplyWordByteSwap,ndsFighterMarioFoxDLAllDrawForSlot.constprop.0,ndsRendererCommitNativeStageSegment,ndsRendererNativeEmitProductionPrimitiveGroups,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeStageLoadNoZMatrix,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageEmitNoZVertex.isra.0,ndsRendererNativePrepareProductionRun,ndsRendererMtxMulAffine20p12
558,896176,0,104,102,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
559,858039,0,104,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
560,850448,0,104,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
561,1362405,1,128,135,28,1121,4,11,28,27,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,56
562,794959,0,106,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
563,852586,0,106,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
564,822029,0,106,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
565,802361,0,104,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
566,920737,0,104,78,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
567,974466,0,104,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
568,983113,0,105,87,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
569,903938,0,104,69,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
570,876946,0,104,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
571,959695,0,104,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
572,994158,0,104,134,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
573,996485,0,104,143,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
574,953462,0,104,99,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
575,1046700,0,114,114,13,772,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
576,936565,0,104,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
577,937502,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
578,934388,0,105,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
579,945752,0,104,110,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
580,911601,0,104,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
581,895973,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
582,890542,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
583,906275,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
584,886938,0,104,87,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
585,1016875,0,104,122,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
586,877651,0,104,78,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
587,932372,0,120,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
588,903113,0,116,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
589,904762,0,116,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
590,939330,0,108,102,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
591,865167,0,116,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
592,864065,0,116,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
593,863404,0,116,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
594,850014,0,104,72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
595,845460,0,104,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
596,950868,0,105,89,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
597,984858,0,118,82,8,1,0,3,8,8,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
598,1022801,0,117,109,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
599,940816,0,116,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
600,936166,0,116,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
601,934643,0,116,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
602,929137,0,116,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
603,935203,0,116,104,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
604,904902,0,104,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
605,1351495,1,120,129,32,1174,3,9,32,27,0,0,0,0,2,0,1,5,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
606,944978,0,104,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
607,945366,0,104,104,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
608,950304,0,104,114,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
609,940763,0,104,115,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
610,1078220,0,104,162,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
611,882642,0,104,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
612,889391,0,104,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
613,908296,0,104,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
614,891444,0,104,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
615,891387,0,104,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
616,893373,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
617,894783,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
618,986069,0,104,143,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
619,1080510,0,114,156,13,774,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
620,988714,0,104,149,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
621,994931,0,104,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
622,1052827,0,104,169,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
623,1062721,0,104,161,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
624,998373,0,104,164,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
625,1184479,0,106,191,0,0,0,0,0,0,0,0,0,0,2,0,2,8,2,2,0,0,2,2,0,2,8,54,2,47,27,81,67,52
626,986901,0,104,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
627,1014227,0,104,159,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
628,1194342,1,105,204,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
629,921725,0,104,109,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
630,877330,0,104,78,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
631,876039,0,104,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
632,884757,0,104,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
633,883079,0,104,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
634,884266,0,104,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
635,879266,0,104,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
636,874518,0,104,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
637,874043,0,104,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
638,884089,0,105,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
639,893441,0,104,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
640,1013120,0,115,104,8,1,0,3,8,8,0,1,2,0,2,1,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
641,1001129,0,105,113,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
642,983230,0,107,121,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
643,899287,0,102,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
644,1251432,1,175,95,13,136,2,6,13,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
645,1657157,1,217,147,12,904,1,3,12,10,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
646,855910,0,110,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
647,829220,0,110,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
648,833371,0,110,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
649,832693,0,108,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
650,902331,0,108,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
651,970793,0,108,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
652,1009828,0,108,111,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
653,958383,0,108,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
654,944700,0,108,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
655,942300,0,108,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
656,1015343,0,110,94,5,7,1,3,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
657,949957,0,108,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
658,1279018,1,136,145,7,890,1,2,7,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
659,1037401,0,131,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
660,1054813,0,138,94,13,776,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
661,1074863,0,128,163,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
662,1071972,0,128,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
663,1072567,0,128,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
664,999126,0,105,141,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
665,988705,0,105,143,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
666,1015949,0,105,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
667,1181037,0,107,186,0,0,0,0,0,0,0,0,0,0,2,0,2,8,2,2,0,0,2,2,0,2,8,54,2,47,27,81,67,52
668,991926,0,105,147,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
669,997016,0,105,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
670,1008703,0,105,142,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
671,1077226,0,103,164,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
672,989315,0,103,142,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
673,967092,0,103,137,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
674,990082,0,103,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
675,1010733,0,104,141,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
676,888965,0,103,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
677,884490,0,103,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
678,884977,0,103,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
679,1047231,0,144,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
680,1287754,1,129,136,9,127,1,3,9,8,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,56
681,927511,0,116,67,13,777,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
682,844675,0,106,67,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
683,933856,0,106,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
684,949795,0,103,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
685,959401,0,103,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
686,959410,0,104,98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
687,935138,0,103,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
688,990826,0,105,103,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
689,905833,0,103,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
690,912474,0,103,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
691,954501,0,103,106,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
692,915925,0,103,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
693,912709,0,103,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
694,901012,0,103,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
695,1149416,0,131,122,4,113,1,2,4,4,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,53
696,996551,0,126,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
697,998095,0,126,113,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
698,999750,0,127,109,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
699,1165338,0,128,131,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
700,1046234,0,128,109,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
701,980608,0,105,105,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
702,1072306,0,115,113,13,778,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
703,985116,0,105,107,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
704,1009119,0,109,118,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
705,1009656,0,117,127,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
706,1004908,0,117,120,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
707,1001151,0,117,113,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
708,1197033,1,123,123,8,209,1,3,8,7,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,55
709,1005952,0,117,103,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
710,999062,0,117,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
711,1170992,0,110,120,12,913,1,3,12,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
712,1045341,0,105,118,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
713,1053325,0,105,102,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
714,1039830,0,105,101,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
715,1078431,0,117,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
716,1043773,0,117,106,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
717,1117382,0,120,107,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
718,1271347,1,113,122,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
719,1195831,1,120,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
720,1200079,1,120,119,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
721,1203603,1,120,110,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
722,1102203,0,115,101,13,779,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
723,1011016,0,105,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
724,1016841,0,105,99,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
725,1103806,0,106,121,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
726,1109779,0,105,130,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
727,992408,0,105,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
728,974366,0,105,87,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
729,975505,0,105,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
730,973345,0,105,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
731,979988,0,105,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
732,983526,0,105,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
733,981943,0,105,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
734,980205,0,105,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
735,979991,0,105,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
736,978792,0,105,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
737,977029,0,105,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
738,980106,0,105,97,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
739,944291,0,105,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
740,920381,0,105,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
741,921930,0,105,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
742,921776,0,105,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
743,998205,0,115,98,8,1,0,3,8,8,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
744,926317,0,105,99,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
745,927946,0,105,98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
746,925457,0,105,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
